Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
01/06/2021,01/04/2020,01/02/2021,KY,Mercer County,21167,Noncore,20,234
01/06/2021,01/04/2020,01/02/2021,KY,Monroe County,21171,Noncore,17,102
01/06/2021,01/04/2020,01/02/2021,KY,Muhlenberg County,21177,Noncore,10,271
01/06/2021,01/04/2020,01/02/2021,KY,Oldham County,21185,Large fringe metro,21,313
01/06/2021,01/04/2020,01/02/2021,KY,Perry County,21193,Noncore,24,848
01/06/2021,01/04/2020,01/02/2021,KY,Pike County,21195,Noncore,92,1325
01/06/2021,01/04/2020,01/02/2021,KY,Pulaski County,21199,Micropolitan,42,953
01/06/2021,01/04/2020,01/02/2021,KY,Rockcastle County,21203,Micropolitan,14,204
01/06/2021,01/04/2020,01/02/2021,KY,Russell County,21207,Noncore,18,202
01/06/2021,01/04/2020,01/02/2021,KY,Scott County,21209,Medium metro,16,350
01/06/2021,01/04/2020,01/02/2021,KY,Shelby County,21211,Large fringe metro,15,263
01/06/2021,01/04/2020,01/02/2021,KY,Warren County,21227,Small metro,203,1736
01/06/2021,01/04/2020,01/02/2021,KY,Whitley County,21235,Micropolitan,40,520
01/06/2021,01/04/2020,01/02/2021,LA,Acadia Parish,22001,Medium metro,68,624
01/06/2021,01/04/2020,01/02/2021,LA,Allen Parish,22003,Noncore,23,227
01/06/2021,01/04/2020,01/02/2021,LA,Ascension Parish,22005,Medium metro,38,587
01/06/2021,01/04/2020,01/02/2021,LA,Avoyelles Parish,22009,Noncore,26,447
01/06/2021,01/04/2020,01/02/2021,LA,Beauregard Parish,22011,Micropolitan,35,313
01/06/2021,01/04/2020,01/02/2021,LA,Bossier Parish,22015,Medium metro,98,1051
01/06/2021,01/04/2020,01/02/2021,LA,Caddo Parish,22017,Medium metro,700,4371
01/06/2021,01/04/2020,01/02/2021,LA,Calcasieu Parish,22019,Small metro,246,2274
01/06/2021,01/04/2020,01/02/2021,LA,Claiborne Parish,22027,Noncore,18,166
01/06/2021,01/04/2020,01/02/2021,LA,De Soto Parish,22031,Medium metro,12,175
01/06/2021,01/04/2020,01/02/2021,LA,East Baton Rouge Parish,22033,Medium metro,925,6251
01/06/2021,01/04/2020,01/02/2021,LA,East Feliciana Parish,22037,Medium metro,23,175
01/06/2021,01/04/2020,01/02/2021,LA,Evangeline Parish,22039,Noncore,34,357
01/06/2021,01/04/2020,01/02/2021,LA,Franklin Parish,22041,Noncore,17,195
01/06/2021,01/04/2020,01/02/2021,LA,Grant Parish,22043,Small metro,13,185
01/06/2021,01/04/2020,01/02/2021,LA,Iberia Parish,22045,Medium metro,67,785
01/06/2021,01/04/2020,01/02/2021,LA,Jefferson Parish,22051,Large fringe metro,887,5897
01/06/2021,01/04/2020,01/02/2021,LA,Jefferson Davis Parish,22053,Noncore,49,404
01/06/2021,01/04/2020,01/02/2021,LA,Lafayette Parish,22055,Medium metro,319,2898
01/06/2021,01/04/2020,01/02/2021,LA,Lafourche Parish,22057,Small metro,147,999
01/06/2021,01/04/2020,01/02/2021,LA,LaSalle Parish,22059,Noncore,13,160
01/06/2021,01/04/2020,01/02/2021,LA,Lincoln Parish,22061,Micropolitan,65,508
01/06/2021,01/04/2020,01/02/2021,LA,Livingston Parish,22063,Medium metro,18,770
01/06/2021,01/04/2020,01/02/2021,LA,Natchitoches Parish,22069,Micropolitan,39,370
01/06/2021,01/04/2020,01/02/2021,LA,Orleans Parish,22071,Large central metro,457,4349
01/06/2021,01/04/2020,01/02/2021,LA,Ouachita Parish,22073,Small metro,335,2164
01/06/2021,01/04/2020,01/02/2021,LA,Pointe Coupee Parish,22077,Medium metro,20,225
01/06/2021,01/04/2020,01/02/2021,LA,Rapides Parish,22079,Small metro,292,2216
01/06/2021,01/04/2020,01/02/2021,LA,St. Bernard Parish,22087,Large fringe metro,19,275
01/06/2021,01/04/2020,01/02/2021,LA,St. Charles Parish,22089,Large fringe metro,34,378
01/06/2021,01/04/2020,01/02/2021,LA,St. James Parish,22093,Large fringe metro,18,147
01/06/2021,01/04/2020,01/02/2021,LA,St. John the Baptist Parish,22095,Large fringe metro,35,302
01/06/2021,01/04/2020,01/02/2021,LA,St. Landry Parish,22097,Micropolitan,135,1034
01/06/2021,01/04/2020,01/02/2021,LA,St. Martin Parish,22099,Medium metro,24,406
01/06/2021,01/04/2020,01/02/2021,LA,St. Mary Parish,22101,Micropolitan,65,500
01/06/2021,01/04/2020,01/02/2021,LA,St. Tammany Parish,22103,Large fringe metro,324,2929
01/06/2021,01/04/2020,01/02/2021,LA,Tangipahoa Parish,22105,Small metro,122,1339
01/06/2021,01/04/2020,01/02/2021,LA,Terrebonne Parish,22109,Small metro,122,1185
01/06/2021,01/04/2020,01/02/2021,LA,Union Parish,22111,Small metro,26,260
01/06/2021,01/04/2020,01/02/2021,LA,Vermilion Parish,22113,Medium metro,27,533
01/06/2021,01/04/2020,01/02/2021,LA,Vernon Parish,22115,Micropolitan,30,347
01/06/2021,01/04/2020,01/02/2021,LA,Washington Parish,22117,Micropolitan,36,487
01/06/2021,01/04/2020,01/02/2021,LA,Webster Parish,22119,Medium metro,30,486
01/06/2021,01/04/2020,01/02/2021,LA,West Carroll Parish,22123,Noncore,13,103
01/06/2021,01/04/2020,01/02/2021,LA,Winn Parish,22127,Noncore,26,170
01/06/2021,01/04/2020,01/02/2021,MA,Barnstable County,25001,Small metro,157,2884
01/06/2021,01/04/2020,01/02/2021,MA,Berkshire County,25003,Small metro,96,1587
01/06/2021,01/04/2020,01/02/2021,MA,Bristol County,25005,Large fringe metro,731,5602
01/06/2021,01/04/2020,01/02/2021,MA,Essex County,25009,Large fringe metro,1169,7901
01/06/2021,01/04/2020,01/02/2021,MA,Franklin County,25011,Micropolitan,44,584
01/06/2021,01/04/2020,01/02/2021,MA,Hampden County,25013,Medium metro,822,5928
01/06/2021,01/04/2020,01/02/2021,MA,Hampshire County,25015,Medium metro,123,1286
01/06/2021,01/04/2020,01/02/2021,MA,Middlesex County,25017,Large fringe metro,2117,12541
01/06/2021,01/04/2020,01/02/2021,MA,Norfolk County,25021,Large fringe metro,832,5999
01/06/2021,01/04/2020,01/02/2021,MA,Plymouth County,25023,Large fringe metro,703,4967
01/06/2021,01/04/2020,01/02/2021,MA,Suffolk County,25025,Large central metro,1449,9303
01/06/2021,01/04/2020,01/02/2021,MA,Worcester County,25027,Medium metro,1145,8264
01/06/2021,01/04/2020,01/02/2021,MD,Allegany County,24001,Small metro,155,1201
01/06/2021,01/04/2020,01/02/2021,MD,Anne Arundel County,24003,Large fringe metro,410,4914
01/06/2021,01/04/2020,01/02/2021,MD,Baltimore County,24005,Large fringe metro,890,9131
01/06/2021,01/04/2020,01/02/2021,MD,Calvert County,24009,Large fringe metro,30,658
01/06/2021,01/04/2020,01/02/2021,MD,Carroll County,24013,Large fringe metro,189,1781
01/06/2021,01/04/2020,01/02/2021,MD,Cecil County,24015,Large fringe metro,72,1013
01/06/2021,01/04/2020,01/02/2021,MD,Charles County,24017,Large fringe metro,97,1083
01/06/2021,01/04/2020,01/02/2021,MD,Dorchester County,24019,Micropolitan,11,303
01/06/2021,01/04/2020,01/02/2021,MD,Frederick County,24021,Large fringe metro,173,2028
01/06/2021,01/04/2020,01/02/2021,MD,Garrett County,24023,Noncore,29,345
01/06/2021,01/04/2020,01/02/2021,MD,Harford County,24025,Large fringe metro,111,2262
01/06/2021,01/04/2020,01/02/2021,MD,Howard County,24027,Large fringe metro,145,1871
01/06/2021,01/04/2020,01/02/2021,MD,Kent County,24029,Noncore,33,307
01/06/2021,01/04/2020,01/02/2021,MD,Montgomery County,24031,Large fringe metro,1407,8262
01/06/2021,01/04/2020,01/02/2021,MD,Prince George's County,24033,Large fringe metro,750,6196
01/06/2021,01/04/2020,01/02/2021,MD,St. Mary's County,24037,Small metro,97,877
01/06/2021,01/04/2020,01/02/2021,MD,Talbot County,24041,Micropolitan,29,675
01/06/2021,01/04/2020,01/02/2021,MD,Washington County,24043,Medium metro,134,1893
01/06/2021,01/04/2020,01/02/2021,MD,Wicomico County,24045,Medium metro,118,1519
01/06/2021,01/04/2020,01/02/2021,MD,Worcester County,24047,Medium metro,52,708
01/06/2021,01/04/2020,01/02/2021,MD,Baltimore city,24510,Large central metro,868,9560
01/06/2021,01/04/2020,01/02/2021,ME,Androscoggin County,23001,Small metro,44,1420
01/06/2021,01/04/2020,01/02/2021,ME,Cumberland County,23005,Medium metro,126,3893
01/06/2021,01/04/2020,01/02/2021,ME,Hancock County,23009,Noncore,16,567
01/06/2021,01/04/2020,01/02/2021,ME,Kennebec County,23011,Micropolitan,34,1428
01/06/2021,01/04/2020,01/02/2021,ME,Oxford County,23017,Noncore,12,520
01/06/2021,01/04/2020,01/02/2021,ME,Penobscot County,23019,Small metro,34,2212
01/06/2021,01/04/2020,01/02/2021,ME,Somerset County,23025,Noncore,22,528
01/06/2021,01/04/2020,01/02/2021,ME,Waldo County,23027,Noncore,17,322
01/06/2021,01/04/2020,01/02/2021,ME,York County,23031,Medium metro,53,1588
01/06/2021,01/04/2020,01/02/2021,MI,Allegan County,26005,Micropolitan,22,923
01/06/2021,01/04/2020,01/02/2021,MI,Alpena County,26007,Micropolitan,33,422
01/06/2021,01/04/2020,01/02/2021,MI,Arenac County,26011,Noncore,11,172
01/06/2021,01/04/2020,01/02/2021,MI,Baraga County,26013,Noncore,21,98
01/06/2021,01/04/2020,01/02/2021,MI,Barry County,26015,Large fringe metro,11,442
01/06/2021,01/04/2020,01/02/2021,MI,Bay County,26017,Small metro,167,1600
01/06/2021,01/04/2020,01/02/2021,MI,Berrien County,26021,Small metro,156,1776
01/06/2021,01/04/2020,01/02/2021,MI,Branch County,26023,Micropolitan,29,396
01/06/2021,01/04/2020,01/02/2021,MI,Calhoun County,26025,Small metro,104,1698
01/06/2021,01/04/2020,01/02/2021,MI,Cass County,26027,Medium metro,15,410
01/06/2021,01/04/2020,01/02/2021,MI,Cheboygan County,26031,Noncore,17,245
01/06/2021,01/04/2020,01/02/2021,MI,Clare County,26035,Noncore,25,355
01/06/2021,01/04/2020,01/02/2021,MI,Clinton County,26037,Medium metro,10,436
01/06/2021,01/04/2020,01/02/2021,MI,Crawford County,26039,Noncore,26,227
01/06/2021,01/04/2020,01/02/2021,MI,Delta County,26041,Micropolitan,52,484
01/06/2021,01/04/2020,01/02/2021,MI,Dickinson County,26043,Micropolitan,58,370
01/06/2021,01/04/2020,01/02/2021,MI,Eaton County,26045,Medium metro,11,834
01/06/2021,01/04/2020,01/02/2021,MI,Emmet County,26047,Noncore,53,651
01/06/2021,01/04/2020,01/02/2021,MI,Genesee County,26049,Medium metro,481,5307
01/06/2021,01/04/2020,01/02/2021,MI,Gogebic County,26053,Noncore,22,178
01/06/2021,01/04/2020,01/02/2021,MI,Grand Traverse County,26055,Micropolitan,73,1486
01/06/2021,01/04/2020,01/02/2021,MI,Gratiot County,26057,Micropolitan,60,506
01/06/2021,01/04/2020,01/02/2021,MI,Hillsdale County,26059,Micropolitan,32,418
01/06/2021,01/04/2020,01/02/2021,MI,Houghton County,26061,Micropolitan,20,370
01/06/2021,01/04/2020,01/02/2021,MI,Huron County,26063,Noncore,20,356
01/06/2021,01/04/2020,01/02/2021,MI,Ingham County,26065,Medium metro,236,3308
01/06/2021,01/04/2020,01/02/2021,MI,Ionia County,26067,Micropolitan,11,390
01/06/2021,01/04/2020,01/02/2021,MI,Iosco County,26069,Noncore,22,366
01/06/2021,01/04/2020,01/02/2021,MI,Iron County,26071,Noncore,34,215
01/06/2021,01/04/2020,01/02/2021,MI,Isabella County,26073,Micropolitan,21,583
01/06/2021,01/04/2020,01/02/2021,MI,Jackson County,26075,Small metro,192,2012
01/06/2021,01/04/2020,01/02/2021,MI,Kalamazoo County,26077,Medium metro,308,3261
01/06/2021,01/04/2020,01/02/2021,MI,Kent County,26081,Large central metro,562,6628
01/06/2021,01/04/2020,01/02/2021,MI,Lapeer County,26087,Large fringe metro,76,891
01/06/2021,01/04/2020,01/02/2021,MI,Lenawee County,26091,Micropolitan,36,929
01/06/2021,01/04/2020,01/02/2021,MI,Livingston County,26093,Large fringe metro,44,1349
01/06/2021,01/04/2020,01/02/2021,MI,Macomb County,26099,Large fringe metro,983,8694
01/06/2021,01/04/2020,01/02/2021,MI,Marquette County,26103,Micropolitan,71,827
01/06/2021,01/04/2020,01/02/2021,MI,Mason County,26105,Micropolitan,14,334
01/06/2021,01/04/2020,01/02/2021,MI,Mecosta County,26107,Micropolitan,13,439
01/06/2021,01/04/2020,01/02/2021,MI,Midland County,26111,Small metro,49,1042
01/06/2021,01/04/2020,01/02/2021,MI,Monroe County,26115,Small metro,53,1242
01/06/2021,01/04/2020,01/02/2021,MI,Montcalm County,26117,Large fringe metro,41,585
01/06/2021,01/04/2020,01/02/2021,MI,Muskegon County,26121,Small metro,255,2087
01/06/2021,01/04/2020,01/02/2021,MI,Newaygo County,26123,Noncore,18,470
01/06/2021,01/04/2020,01/02/2021,MI,Oakland County,26125,Large fringe metro,1898,14432
01/06/2021,01/04/2020,01/02/2021,MI,Oceana County,26127,Noncore,13,223
01/06/2021,01/04/2020,01/02/2021,MI,Ogemaw County,26129,Noncore,15,320
01/06/2021,01/04/2020,01/02/2021,MI,Ontonagon County,26131,Noncore,10,83
01/06/2021,01/04/2020,01/02/2021,MI,Ottawa County,26139,Large fringe metro,165,2111
01/06/2021,01/04/2020,01/02/2021,MI,Roscommon County,26143,Noncore,10,283
01/06/2021,01/04/2020,01/02/2021,MI,Saginaw County,26145,Small metro,412,2992
01/06/2021,01/04/2020,01/02/2021,MI,St. Clair County,26147,Large fringe metro,121,1824
01/06/2021,01/04/2020,01/02/2021,MI,St. Joseph County,26149,Micropolitan,21,513
01/06/2021,01/04/2020,01/02/2021,MI,Sanilac County,26151,Noncore,34,403
01/06/2021,01/04/2020,01/02/2021,MI,Shiawassee County,26155,Micropolitan,34,716
01/06/2021,01/04/2020,01/02/2021,MI,Tuscola County,26157,Noncore,25,459
01/06/2021,01/04/2020,01/02/2021,MI,Van Buren County,26159,Medium metro,41,585
01/06/2021,01/04/2020,01/02/2021,MI,Washtenaw County,26161,Medium metro,367,4098
01/06/2021,01/04/2020,01/02/2021,MI,Wayne County,26163,Large central metro,2843,21569
01/06/2021,01/04/2020,01/02/2021,MI,Wexford County,26165,Micropolitan,13,361
01/06/2021,01/04/2020,01/02/2021,MN,Aitkin County,27001,Noncore,28,240
01/06/2021,01/04/2020,01/02/2021,MN,Anoka County,27003,Large fringe metro,347,2426
01/06/2021,01/04/2020,01/02/2021,MN,Becker County,27005,Noncore,28,365
01/06/2021,01/04/2020,01/02/2021,MN,Beltrami County,27007,Micropolitan,52,472
01/06/2021,01/04/2020,01/02/2021,MN,Benton County,27009,Small metro,45,387
01/06/2021,01/04/2020,01/02/2021,MN,Blue Earth County,27013,Small metro,46,612
01/06/2021,01/04/2020,01/02/2021,MN,Brown County,27015,Micropolitan,23,292
01/06/2021,01/04/2020,01/02/2021,MN,Carlton County,27017,Medium metro,24,322
01/06/2021,01/04/2020,01/02/2021,MN,Carver County,27019,Large fringe metro,26,537
01/06/2021,01/04/2020,01/02/2021,MN,Chippewa County,27023,Noncore,13,133
01/06/2021,01/04/2020,01/02/2021,MN,Chisago County,27025,Large fringe metro,22,453
01/06/2021,01/04/2020,01/02/2021,MN,Clay County,27027,Small metro,47,366
01/06/2021,01/04/2020,01/02/2021,MN,Cottonwood County,27033,Noncore,13,140
01/06/2021,01/04/2020,01/02/2021,MN,Crow Wing County,27035,Micropolitan,50,654
01/06/2021,01/04/2020,01/02/2021,MN,Dakota County,27037,Large fringe metro,154,2354
01/06/2021,01/04/2020,01/02/2021,MN,Douglas County,27041,Micropolitan,46,463
01/06/2021,01/04/2020,01/02/2021,MN,Freeborn County,27047,Micropolitan,15,324
01/06/2021,01/04/2020,01/02/2021,MN,Goodhue County,27049,Micropolitan,34,505
01/06/2021,01/04/2020,01/02/2021,MN,Hennepin County,27053,Large central metro,1516,11906
01/06/2021,01/04/2020,01/02/2021,MN,Hubbard County,27057,Noncore,27,211
01/06/2021,01/04/2020,01/02/2021,MN,Isanti County,27059,Large fringe metro,11,268
01/06/2021,01/04/2020,01/02/2021,MN,Itasca County,27061,Noncore,25,461
01/06/2021,01/04/2020,01/02/2021,MN,Kanabec County,27065,Noncore,13,172
01/06/2021,01/04/2020,01/02/2021,MN,Kandiyohi County,27067,Micropolitan,57,413
01/06/2021,01/04/2020,01/02/2021,MN,Kittson County,27069,Noncore,18,60
01/06/2021,01/04/2020,01/02/2021,MN,Lac qui Parle County,27073,Noncore,13,87
01/06/2021,01/04/2020,01/02/2021,MN,Lake County,27075,Noncore,10,131
01/06/2021,01/04/2020,01/02/2021,MN,Lyon County,27083,Micropolitan,27,225
01/06/2021,01/04/2020,01/02/2021,MN,McLeod County,27085,Micropolitan,24,386
01/06/2021,01/04/2020,01/02/2021,MN,Martin County,27091,Noncore,16,199
01/06/2021,01/04/2020,01/02/2021,MN,Meeker County,27093,Noncore,26,220
01/06/2021,01/04/2020,01/02/2021,MN,Mille Lacs County,27095,Large fringe metro,31,281
01/06/2021,01/04/2020,01/02/2021,MN,Morrison County,27097,Noncore,29,308
01/06/2021,01/04/2020,01/02/2021,MN,Mower County,27099,Micropolitan,23,342
01/06/2021,01/04/2020,01/02/2021,MN,Nicollet County,27103,Small metro,20,196
01/06/2021,01/04/2020,01/02/2021,MN,Nobles County,27105,Micropolitan,27,182
01/06/2021,01/04/2020,01/02/2021,MN,Olmsted County,27109,Small metro,116,2106
01/06/2021,01/04/2020,01/02/2021,MN,Otter Tail County,27111,Micropolitan,27,643
01/06/2021,01/04/2020,01/02/2021,MN,Pine County,27115,Noncore,14,223
01/06/2021,01/04/2020,01/02/2021,MN,Pipestone County,27117,Noncore,14,103
01/06/2021,01/04/2020,01/02/2021,MN,Polk County,27119,Small metro,36,315
01/06/2021,01/04/2020,01/02/2021,MN,Ramsey County,27123,Large central metro,843,5925
01/06/2021,01/04/2020,01/02/2021,MN,Redwood County,27127,Noncore,19,154
01/06/2021,01/04/2020,01/02/2021,MN,Renville County,27129,Noncore,33,159
01/06/2021,01/04/2020,01/02/2021,MN,Rice County,27131,Micropolitan,27,502
01/06/2021,01/04/2020,01/02/2021,MN,Roseau County,27135,Noncore,12,150
01/06/2021,01/04/2020,01/02/2021,MN,St. Louis County,27137,Medium metro,253,2959
01/06/2021,01/04/2020,01/02/2021,MN,Scott County,27139,Large fringe metro,61,730
01/06/2021,01/04/2020,01/02/2021,MN,Sherburne County,27141,Large fringe metro,37,552
01/06/2021,01/04/2020,01/02/2021,MN,Stearns County,27145,Small metro,257,1921
01/06/2021,01/04/2020,01/02/2021,MN,Swift County,27151,Noncore,13,111
01/06/2021,01/04/2020,01/02/2021,MN,Todd County,27153,Noncore,19,181
01/06/2021,01/04/2020,01/02/2021,MN,Waseca County,27161,Noncore,11,150
01/06/2021,01/04/2020,01/02/2021,MN,Washington County,27163,Large fringe metro,126,1637
01/06/2021,01/04/2020,01/02/2021,MN,Winona County,27169,Micropolitan,42,379
01/06/2021,01/04/2020,01/02/2021,MN,Wright County,27171,Large fringe metro,51,707
01/06/2021,01/04/2020,01/02/2021,MN,Yellow Medicine County,27173,Noncore,15,86
01/06/2021,01/04/2020,01/02/2021,MO,Adair County,29001,Micropolitan,12,207
01/06/2021,01/04/2020,01/02/2021,MO,Andrew County,29003,Small metro,10,134
01/06/2021,01/04/2020,01/02/2021,MO,Audrain County,29007,Micropolitan,21,294
01/06/2021,01/04/2020,01/02/2021,MO,Barry County,29009,Noncore,23,356
01/06/2021,01/04/2020,01/02/2021,MO,Bates County,29013,Large fringe metro,10,179
01/06/2021,01/04/2020,01/02/2021,MO,Benton County,29015,Noncore,11,244
01/06/2021,01/04/2020,01/02/2021,MO,Boone County,29019,Small metro,205,2347
01/06/2021,01/04/2020,01/02/2021,MO,Buchanan County,29021,Small metro,140,1272
01/06/2021,01/04/2020,01/02/2021,MO,Butler County,29023,Micropolitan,52,755
01/06/2021,01/04/2020,01/02/2021,MO,Camden County,29029,Noncore,77,636
01/06/2021,01/04/2020,01/02/2021,MO,Cape Girardeau County,29031,Small metro,181,1582
01/06/2021,01/04/2020,01/02/2021,MO,Carroll County,29033,Noncore,16,94
01/06/2021,01/04/2020,01/02/2021,MO,Cass County,29037,Large fringe metro,29,787
01/06/2021,01/04/2020,01/02/2021,MO,Christian County,29043,Medium metro,20,476
01/06/2021,01/04/2020,01/02/2021,MO,Clay County,29047,Large fringe metro,273,2576
01/06/2021,01/04/2020,01/02/2021,MO,Clinton County,29049,Large fringe metro,53,334
01/06/2021,01/04/2020,01/02/2021,MO,Cole County,29051,Small metro,186,1066
01/06/2021,01/04/2020,01/02/2021,MO,Crawford County,29055,Noncore,18,286
01/06/2021,01/04/2020,01/02/2021,MO,Dade County,29057,Noncore,18,80
01/06/2021,01/04/2020,01/02/2021,MO,Dallas County,29059,Medium metro,20,202
01/06/2021,01/04/2020,01/02/2021,MO,Douglas County,29067,Noncore,16,141
01/06/2021,01/04/2020,01/02/2021,MO,Dunklin County,29069,Micropolitan,13,310
01/06/2021,01/04/2020,01/02/2021,MO,Franklin County,29071,Large fringe metro,110,992
01/06/2021,01/04/2020,01/02/2021,MO,Gasconade County,29073,Noncore,24,209
01/06/2021,01/04/2020,01/02/2021,MO,Gentry County,29075,Noncore,11,76
01/06/2021,01/04/2020,01/02/2021,MO,Greene County,29077,Medium metro,553,4774
01/06/2021,01/04/2020,01/02/2021,MO,Grundy County,29079,Noncore,17,120
01/06/2021,01/04/2020,01/02/2021,MO,Henry County,29083,Noncore,11,245
01/06/2021,01/04/2020,01/02/2021,MO,Hickory County,29085,Noncore,14,110
01/06/2021,01/04/2020,01/02/2021,MO,Howell County,29091,Micropolitan,74,648
01/06/2021,01/04/2020,01/02/2021,MO,Jackson County,29095,Large central metro,567,8358
01/06/2021,01/04/2020,01/02/2021,MO,Jasper County,29097,Small metro,74,960
01/06/2021,01/04/2020,01/02/2021,MO,Jefferson County,29099,Large fringe metro,108,1614
01/06/2021,01/04/2020,01/02/2021,MO,Johnson County,29101,Micropolitan,45,418
01/06/2021,01/04/2020,01/02/2021,MO,Laclede County,29105,Micropolitan,35,357
01/06/2021,01/04/2020,01/02/2021,MO,Lafayette County,29107,Large fringe metro,21,286
01/06/2021,01/04/2020,01/02/2021,MO,Lawrence County,29109,Noncore,42,424
01/06/2021,01/04/2020,01/02/2021,MO,Lincoln County,29113,Large fringe metro,14,327
01/06/2021,01/04/2020,01/02/2021,MO,Linn County,29115,Noncore,10,122
01/06/2021,01/04/2020,01/02/2021,MO,Livingston County,29117,Noncore,21,164
01/06/2021,01/04/2020,01/02/2021,MO,Macon County,29121,Noncore,10,213
01/06/2021,01/04/2020,01/02/2021,MO,Marion County,29127,Micropolitan,47,415
01/06/2021,01/04/2020,01/02/2021,MO,Miller County,29131,Noncore,12,234
01/06/2021,01/04/2020,01/02/2021,MO,Monroe County,29137,Noncore,10,79
01/06/2021,01/04/2020,01/02/2021,MO,Montgomery County,29139,Noncore,12,164
01/06/2021,01/04/2020,01/02/2021,MO,Morgan County,29141,Noncore,10,221
01/06/2021,01/04/2020,01/02/2021,MO,New Madrid County,29143,Noncore,14,208
01/06/2021,01/04/2020,01/02/2021,MO,Newton County,29145,Small metro,216,1635
01/06/2021,01/04/2020,01/02/2021,MO,Nodaway County,29147,Micropolitan,15,176
01/06/2021,01/04/2020,01/02/2021,MO,Pemiscot County,29155,Noncore,16,221
01/06/2021,01/04/2020,01/02/2021,MO,Pettis County,29159,Micropolitan,59,511
01/06/2021,01/04/2020,01/02/2021,MO,Phelps County,29161,Micropolitan,57,574
01/06/2021,01/04/2020,01/02/2021,MO,Platte County,29165,Large fringe metro,45,670
01/06/2021,01/04/2020,01/02/2021,MO,Polk County,29167,Medium metro,44,388
01/06/2021,01/04/2020,01/02/2021,MO,Randolph County,29175,Micropolitan,21,268
01/06/2021,01/04/2020,01/02/2021,MO,St. Charles County,29183,Large fringe metro,327,3264
01/06/2021,01/04/2020,01/02/2021,MO,St. Clair County,29185,Noncore,10,104
01/06/2021,01/04/2020,01/02/2021,MO,St. Francois County,29187,Micropolitan,49,794
01/06/2021,01/04/2020,01/02/2021,MO,St. Louis County,29189,Large fringe metro,1586,13922
01/06/2021,01/04/2020,01/02/2021,MO,Saline County,29195,Micropolitan,20,233
01/06/2021,01/04/2020,01/02/2021,MO,Scott County,29201,Micropolitan,57,510
01/06/2021,01/04/2020,01/02/2021,MO,Stoddard County,29207,Noncore,16,321
01/06/2021,01/04/2020,01/02/2021,MO,Taney County,29213,Micropolitan,39,626
01/06/2021,01/04/2020,01/02/2021,MO,Vernon County,29217,Noncore,19,190
01/06/2021,01/04/2020,01/02/2021,MO,Wayne County,29223,Noncore,10,136
01/06/2021,01/04/2020,01/02/2021,MO,Webster County,29225,Medium metro,21,253
01/06/2021,01/04/2020,01/02/2021,MO,Wright County,29229,Noncore,10,139
01/06/2021,01/04/2020,01/02/2021,MO,St. Louis city,29510,Large central metro,397,5066
01/06/2021,01/04/2020,01/02/2021,MS,Adams County,28001,Micropolitan,74,444
01/06/2021,01/04/2020,01/02/2021,MS,Alcorn County,28003,Micropolitan,64,626
01/06/2021,01/04/2020,01/02/2021,MS,Attala County,28007,Noncore,20,243
01/06/2021,01/04/2020,01/02/2021,MS,Bolivar County,28011,Micropolitan,44,373
01/06/2021,01/04/2020,01/02/2021,MS,Chickasaw County,28017,Noncore,10,128
01/06/2021,01/04/2020,01/02/2021,MS,Clarke County,28023,Micropolitan,19,148
01/06/2021,01/04/2020,01/02/2021,MS,Clay County,28025,Noncore,13,180
01/06/2021,01/04/2020,01/02/2021,MS,Coahoma County,28027,Micropolitan,34,279
01/06/2021,01/04/2020,01/02/2021,MS,Copiah County,28029,Medium metro,19,246
01/06/2021,01/04/2020,01/02/2021,MS,Covington County,28031,Noncore,15,191
01/06/2021,01/04/2020,01/02/2021,MS,DeSoto County,28033,Large fringe metro,211,1698
01/06/2021,01/04/2020,01/02/2021,MS,Forrest County,28035,Small metro,283,1693
01/06/2021,01/04/2020,01/02/2021,MS,George County,28039,Noncore,20,234
01/06/2021,01/04/2020,01/02/2021,MS,Grenada County,28043,Micropolitan,28,295
01/06/2021,01/04/2020,01/02/2021,MS,Hancock County,28045,Medium metro,16,386
01/06/2021,01/04/2020,01/02/2021,MS,Harrison County,28047,Medium metro,173,2512
01/06/2021,01/04/2020,01/02/2021,MS,Hinds County,28049,Medium metro,698,4987
01/06/2021,01/04/2020,01/02/2021,MS,Holmes County,28051,Noncore,18,172
01/06/2021,01/04/2020,01/02/2021,MS,Itawamba County,28057,Micropolitan,11,191
01/06/2021,01/04/2020,01/02/2021,MS,Jackson County,28059,Medium metro,152,1606
01/06/2021,01/04/2020,01/02/2021,MS,Jones County,28067,Micropolitan,85,749
01/06/2021,01/04/2020,01/02/2021,MS,Lafayette County,28071,Micropolitan,172,856
01/06/2021,01/04/2020,01/02/2021,MS,Lamar County,28073,Small metro,82,587
01/06/2021,01/04/2020,01/02/2021,MS,Lauderdale County,28075,Micropolitan,328,1575
01/06/2021,01/04/2020,01/02/2021,MS,Lawrence County,28077,Noncore,10,125
01/06/2021,01/04/2020,01/02/2021,MS,Leake County,28079,Noncore,22,190
01/06/2021,01/04/2020,01/02/2021,MS,Lee County,28081,Micropolitan,327,2350
01/06/2021,01/04/2020,01/02/2021,MS,Leflore County,28083,Micropolitan,108,564
01/06/2021,01/04/2020,01/02/2021,MS,Lincoln County,28085,Micropolitan,59,445
01/06/2021,01/04/2020,01/02/2021,MS,Lowndes County,28087,Micropolitan,128,862
